Person,Current Age,Retirement Age,Birth Year,Birth Month,Gender,Address ,City,State,Zipcode,Latitude,Longitude,Per Capita Income - Zipcode,Yearly Income - Person,Total Debt,FICO Score,Num Credit Cards
Maisie Edwards,51,66,1968,10,Female,29693 Bayview Drive,Ladera Ranch,CA,92694,33.56,-117.63,"$47,991 ","$97,845 ","$255,288 ",836,4
Harry Ryan,56,65,1964,2,Male,8943 11th Drive,Bristol,TN,37620,36.56,-82.19,"$17,795 ","$36,285 ","$67,244 ",759,5
Kathryn Harris,31,60,1988,9,Female,9633 Mill Lane Apt. 8,Aurora,CO,80013,39.69,-104.81,"$24,849 ","$50,666 ","$102,318 ",617,3
Marley Anwar,51,68,1968,7,Female,5537 Eighth Street,Minneapolis,MN,55419,44.96,-93.26,"$40,364 ","$82,298 ","$182,301 ",789,6
Khalid Masvidal,25,71,1994,8,Male,99791 12th Boulevard,Round Rock,TX,78681,30.51,-97.67,"$31,839 ","$64,917 ","$102,747 ",689,4
Yamileth Taylor,26,54,1993,7,Female,541 Federal Avenue,Saint Petersburg,FL,33705,27.75,-82.64,"$18,100 ","$36,909 ","$102,869 ",821,1
Trevor Jones,24,70,1995,6,Male,5458 Spruce Street,San Diego,CA,92122,32.85,-117.2,"$34,848 ","$71,054 ","$106,595 ",767,2
Malaya Lee,83,66,1936,9,Female,7978 Main Lane,Gonzales,LA,70737,30.21,-90.92,"$24,703 ","$16,620 ","$1,140 ",804,8
Rowan Richardson,45,66,1974,12,Female,238 Ocean View Lane Apt. 2799,Whittier,CA,90603,33.94,-117.99,"$27,973 ","$57,027 ","$21,798 ",709,4
Vicente Sanders,18,71,2001,10,Male,3699 Lafayette Avenue Apt. 3,Omaha,NE,68107,41.26,-96.01,"$14,199 ","$28,950 ","$61,297 ",609,1
Zaylee Butler,50,69,1969,3,Female,9061 Grant Avenue Apt. 8,Alpharetta,GA,30022,34.06,-84.27,$0 ,"$1,426 ","$3,154 ",680,3
Quentin Rogers,55,72,1964,11,Male,7680 Fourth Street Apt. 94,Batesville,MS,38606,34.31,-89.93,"$15,354 ","$31,308 ","$59,817 ",742,7
Wilson Morales,26,64,1993,5,Male,345 Elm Avenue Apt. 988,Palm Coast,FL,32164,29.57,-81.21,"$14,546 ","$29,658 ","$45,750 ",589,2
Emanuel Gutierrez,48,65,1971,9,Male,9 Fourth Drive Apt. 8,Newburgh,NY,12550,41.5,-74.02,"$22,762 ","$46,408 ",$0 ,847,7
Myra Faraday,39,63,1980,4,Female,396 Park Street Apt. 6644,Glade Valley,NC,28627,36.48,-81.05,"$11,431 ","$23,307 ","$31,064 ",789,1
Sariah Fisher,31,69,1988,3,Female,4238 Birch Lane,Wildersville,TN,38388,35.78,-88.36,"$14,435 ","$29,433 ","$61,260 ",693,3
London Nguyen,27,69,1992,6,Male,581 Seventh Drive,Henderson,NV,89012,36,-115.04,"$30,025 ","$61,222 ","$142,541 ",779,1
Camryn Morris,46,68,1973,5,Female,539 Pine Boulevard Apt. 45,Panama City,FL,32405,30.17,-85.67,"$19,508 ","$39,770 ","$72,827 ",711,4
Zoie Morgan,48,66,1971,9,Female,9716 Third Lane,Reno,NV,89511,39.38,-119.87,"$38,345 ","$78,180 ","$102,759 ",740,3
Demetrius Walker,29,67,1991,1,Male,202 Washington Drive,Pierre Part,LA,70339,29.95,-91.2,"$23,208 ","$47,317 ","$42,433 ",680,2
Michael Abe,41,58,1979,1,Male,1036 Spruce Street,Gooding,ID,83330,43.01,-114.7,"$14,925 ","$30,432 ","$101,847 ",624,1
Titan Harris,39,70,1980,5,Male,546 First Avenue Apt. 871,Maryville,MO,64468,40.34,-94.87,"$18,226 ","$37,165 ",$0 ,771,3
Darwin Diaz,46,66,1973,12,Male,5659 Park Avenue,Barberton,OH,44203,41.01,-81.6,"$17,856 ","$36,405 ","$31,815 ",715,2
Yousef El-Mafouk,30,61,1989,12,Male,334 Rose Boulevard Apt. 5,Lanham,MD,20706,38.96,-76.85,"$23,500 ","$47,916 ","$69,567 ",612,1
Bobby Morgan,52,67,1967,5,Male,262 First Lane,Merrill,WI,54452,45.18,-89.7,"$19,705 ","$40,177 ","$47,012 ",698,4
Colette Phillips,49,68,1971,2,Female,253 West Drive,Burlington,WA,98233,48.53,-122.31,"$19,604 ","$39,969 ","$68,456 ",713,3
Cannon Myers,44,61,1975,9,Male,33 Seventh Boulevard Apt. 73,Alachua,FL,32615,29.77,-82.48,"$21,979 ","$44,816 ","$63,043 ",625,1
Niko Labelle,32,59,1988,1,Male,835 Main Avenue,La Mirada,CA,90638,33.9,-118,"$24,845 ","$50,658 ","$72,806 ",764,2
Jaxxon Smith,21,68,1998,8,Male,125 First Avenue,Antioch,TN,37013,36.04,-86.64,"$20,236 ","$41,260 ","$80,574 ",682,2
Reese Morgan,54,58,1965,3,Male,90 Sussex Drive,Jamaica,NY,11434,40.68,-73.78,"$20,760 ","$42,332 ","$75,213 ",616,6
Marlee Ramirez,74,67,1946,1,Female,528 Lake Drive,Belleville,IL,62226,38.53,-90,"$22,545 ","$23,011 ","$30,510 ",721,3
Jefferson Gomez,64,61,1955,4,Male,66 Grant Lane Apt. 6,Morrisville,PA,19067,40.2,-74.78,"$39,495 ","$87,317 ","$41,998 ",773,1
Liana Bailey,72,65,1947,9,Female,521 Main Lane,Colorado Springs,CO,80913,38.86,-104.76,"$14,645 ","$25,243 ","$18,006 ",730,6
Joanna Roberts,24,70,1996,2,Female,18360 Valley Avenue,Orange,CA,92867,33.81,-117.79,"$28,884 ","$58,893 ","$113,715 ",666,3
Craig Roberts,24,69,1995,7,Male,3221 Tenth Lane,Sewell,NJ,8080,39.75,-75.09,"$31,547 ","$64,319 ",$0 ,757,3
Conner Johnson,47,63,1972,8,Male,16893 Fifth Avenue Apt. 9,Mesquite,TX,75149,32.76,-96.59,"$17,810 ","$36,319 ","$44,737 ",730,4
Charles Clark,39,66,1980,9,Male,253 Lexington Avenue Apt. 6,Newport News,VA,23602,37.07,-76.51,"$21,186 ","$43,192 ","$33,517 ",739,3
Sawyer Wright,46,58,1974,2,Male,95612 South Street,Brandon,MS,39042,32.28,-90,"$22,304 ","$45,476 ","$67,636 ",506,1
Billy Phillips,31,68,1988,8,Male,6606 Sixth Drive,Cheyenne,WY,82001,41.14,-104.79,"$20,255 ","$41,297 ","$34,703 ",685,2
Holland Braun,45,63,1975,1,Female,96493 Valley Stream Avenue,Bethlehem,CT,6751,41.63,-73.21,"$26,674 ","$54,384 ","$69,717 ",622,3
Amina Perry,43,68,1977,2,Female,754 South Avenue Apt. 2178,Marion Center,PA,15759,40.77,-79.04,"$16,071 ","$32,770 ","$103,262 ",641,4
Adrianna Morales,26,66,1993,8,Female,5594 12th Drive,Culver City,CA,90230,33.99,-118.39,"$29,972 ","$61,104 ","$79,486 ",721,4
Lane Labelle,55,67,1964,9,Male,203 Valley Lane Apt. 662,Mosinee,WI,54455,44.78,-89.68,"$23,216 ","$47,334 ","$87,775 ",701,3
Iris Long,67,69,1952,7,Female,5456 Ninth Avenue,Philadelphia,PA,19116,39.95,-75.16,"$21,497 ","$43,828 ","$60,231 ",711,3
Emely Bell,47,69,1972,7,Female,646 South Lane,Reedsville,OH,45772,39.14,-81.78,"$16,618 ","$33,883 ","$50,616 ",524,1
Van Clark,44,72,1975,9,Male,5521 Spruce Avenue,Montgomery,AL,36106,32.35,-86.28,"$25,009 ","$50,993 ","$75,783 ",675,5
Zane Bailey,48,66,1971,9,Male,829 Grant Boulevard Apt. 9,Oswego,NY,13126,43.45,-76.5,"$20,447 ","$41,690 ","$69,869 ",763,2
June Ortiz,29,66,1991,1,Female,331 Essex Drive,Schaumburg,IL,60194,42.03,-88.08,"$26,545 ","$54,122 ","$166,903 ",796,4
Adan Howard,56,66,1963,3,Male,5651 North Boulevard,Greenbelt,MD,20770,38.99,-76.88,"$26,467 ","$53,966 ","$135,478 ",747,1
Cecilia Ortiz,20,65,2000,1,Female,599 Hillside Drive Apt. 7,Telford,PA,18969,40.32,-75.32,"$26,273 ","$53,569 ","$79,540 ",623,1
Tatum Masvidal,67,70,1952,5,Male,172 Third Lane,Chandler,AZ,85226,33.27,-111.94,"$32,056 ","$65,362 ","$27,745 ",743,6
Donovan Diaz,58,72,1961,11,Male,250 Hillside Drive,Millersburg,OH,44654,40.55,-81.91,"$13,259 ","$27,035 ","$58,050 ",595,2
Aiden Labelle,38,74,1981,6,Male,190 Burns Avenue,Wooster,OH,44691,40.81,-81.93,"$18,962 ","$38,663 ","$59,053 ",686,3
Maleah Jenkins,22,65,1998,2,Female,637 Main Avenue Apt. 8,Lakewood,CA,90715,33.84,-118.07,"$21,940 ","$44,740 ","$103,896 ",651,1
Nova Morris,43,70,1976,9,Female,534 Sixth Boulevard,Harvey,LA,70058,29.88,-90.06,"$19,126 ","$38,994 ",$0 ,728,4
Aleah Torres,54,67,1965,10,Female,3067 First Street Apt. 558,Dover,OH,44622,40.52,-81.47,"$18,794 ","$38,318 ","$93,284 ",748,6
Audrey Lee,42,73,1977,11,Female,8027 Main Drive Apt. 134,Mesquite,TX,75150,32.76,-96.59,"$18,452 ","$37,623 ",$923 ,726,6
Edward Cruz,32,65,1987,10,Male,702 Grant Drive,San Ramon,CA,94583,37.78,-121.99,$0 ,"$2,365 ",$0 ,769,3
Karina Leroux,50,65,1969,12,Female,477 Madison Lane Apt. 5,Daly City,CA,94014,37.68,-122.43,"$23,752 ","$48,428 ","$72,566 ",654,1
Brycen Bell,58,66,1961,11,Male,50 Spruce Street,Sacramento,CA,95823,38.47,-121.44,"$15,290 ","$31,177 ","$18,859 ",689,5
Beckham Lopez,38,69,1981,10,Male,4232 Grant Drive Apt. 25,Leakesville,MS,39451,31.15,-88.55,"$18,746 ","$38,223 ","$30,756 ",725,4
Mckinley Young,53,64,1966,9,Female,634 Grant Boulevard Apt. 51,Atlanta,GA,30312,33.74,-84.37,"$30,157 ","$61,490 ","$116,180 ",647,1
Mercy Phillips,41,78,1978,10,Female,9872 Lexington Street,Alpharetta,GA,30004,34.06,-84.27,"$45,132 ","$92,017 ","$157,723 ",703,3
Ronan Thomas,43,69,1976,12,Male,85 East Drive,El Paso,TX,79904,31.84,-106.43,"$12,313 ","$25,109 ",$92 ,850,3
Fox Martinez,44,68,1975,5,Male,310 Bayview Boulevard Apt. 6,Saint Louis,MO,63112,38.63,-90.24,"$19,874 ","$40,522 ","$81,572 ",801,5
Koa Thompson,46,67,1973,4,Male,5692 Jefferson Boulevard Apt. 1,Hurst,TX,76054,32.83,-97.17,"$30,913 ","$63,030 ","$93,406 ",791,5
Braylon Cox,61,65,1958,7,Male,8794 Catherine Lane,Shelbyville,IN,46176,39.52,-85.77,"$18,324 ","$37,362 ","$21,600 ",703,4
Colson Nguyen,52,68,1967,7,Male,9028 Valley Stream Avenue,Albany,NY,12203,42.66,-73.79,"$27,005 ","$55,059 ","$162,462 ",735,3
Frida Burns,49,67,1970,12,Female,676 Bayview Street,Bothell,WA,98021,47.79,-122.2,"$33,226 ","$67,743 ","$67,132 ",752,3
Amia Smith,33,65,1986,7,Female,3177 Oak Avenue Apt. 5,Johnson City,TN,37604,36.33,-82.36,"$20,142 ","$41,069 ","$64,073 ",644,3
Declan Wilson,34,65,1985,9,Male,6781 Ocean View Drive,Gainesville,GA,30504,34.29,-83.83,"$15,814 ","$32,245 ","$43,097 ",625,1
Keyla White,44,68,1975,6,Female,8476 Lincoln Street,Charleston,SC,29492,32.78,-79.99,"$41,380 ","$84,365 ","$113,529 ",796,5
Ishaan Roman,55,65,1965,2,Male,7035 River Boulevard,Silver Spring,MD,20901,39.01,-77.02,"$30,794 ","$62,791 ","$193,215 ",692,4
Cyrus Myers,31,61,1988,4,Male,558 North Street,Poland,ME,4274,44.06,-70.39,"$22,283 ","$45,433 ","$91,998 ",523,1
Leandro Anderson,36,62,1984,2,Male,5867 East Street,Lake George,NY,12845,43.42,-73.71,"$20,371 ","$41,537 ","$128,044 ",582,1
Jefferson Jenkins,58,71,1961,10,Male,3817 Martin Luther King Avenue,Palos Verdes Peninsula,CA,90274,33.77,-118.34,"$58,517 ","$119,308 ","$89,328 ",789,6
Cadence Fisher,25,66,1994,10,Female,6444 Maple Lane,The Villages,FL,32162,28.92,-81.92,"$8,491 ","$17,310 ","$21,853 ",749,2
Gael James,75,66,1944,9,Male,239 Third Drive,Dorchester Center,MA,2124,42.35,-71.06,"$21,695 ","$41,316 ","$22,629 ",826,1
Santana Masvidal,52,65,1967,3,Male,14813 El Camino Drive,Eastpointe,MI,48021,42.46,-82.94,"$18,487 ","$37,686 ","$41,173 ",739,4
Rylan Murphy,62,69,1957,3,Female,628 Third Avenue,Sterling,NE,68443,40.46,-96.37,"$17,420 ","$35,519 ","$111,115 ",744,1
Julissa Allen,90,71,1929,10,Female,350 Main Boulevard Apt. 53,Palm Coast,FL,32137,29.57,-81.21,"$17,142 ","$31,805 ",$614 ,755,6
Barbara Phillips,43,58,1977,2,Female,973 River Street,Seabrook,TX,77586,29.56,-95.02,"$37,415 ","$76,288 ","$120,771 ",710,4
Margaret Williams,49,67,1970,6,Female,364 Plum Lane,Green Bay,WI,54302,44.52,-87.98,"$16,801 ","$34,255 ","$36,094 ",708,4
Zackary Lewis,24,65,1996,1,Male,34 Oak Boulevard,Creswell,OR,97426,43.9,-123.02,"$18,364 ","$37,443 ",$0 ,745,1
Beau Perry,51,65,1968,4,Male,822 Martin Luther King Drive,Mesa,AZ,85213,33.44,-111.76,"$25,005 ","$50,980 ",$0 ,754,4
Alexandria Bell,70,66,1949,10,Female,990 North Lane Apt. 51,Navarre,FL,32566,30.36,-87.17,"$20,045 ","$29,164 ","$19,851 ",625,4
Noa Robinson,77,67,1942,12,Female,7239 Hill Lane,Lebanon,PA,17042,40.34,-76.42,"$20,983 ","$30,457 ","$19,314 ",520,5
Winnie James,47,67,1973,1,Female,820 Second Lane Apt. 6200,Los Angeles,CA,90062,34,-118.3,"$13,614 ","$27,763 ","$59,691 ",691,1
Abram Lewis,29,60,1990,12,Male,22 Mill Drive,Chula Vista,CA,91910,32.63,-117.05,"$20,102 ","$40,988 ","$89,801 ",540,3
Zachary Myers,68,64,1951,12,Male,973 Federal Drive,Clayton,NC,27520,35.64,-78.45,"$22,644 ","$38,637 ","$30,595 ",643,4
Jonathan Adams,46,67,1973,10,Male,9232 Mill Drive,Somerset,NJ,8873,40.49,-74.48,"$32,610 ","$66,489 ","$45,974 ",729,4
Roman Brooks,51,65,1968,12,Male,919 Martin Luther King Lane,Raymore,MO,64083,38.81,-94.45,"$24,981 ","$50,936 ","$88,447 ",681,3
Noemi Sullivan,41,72,1978,3,Female,98086 Essex Drive Apt. 2,Laurel,MT,59044,45.6,-108.68,"$19,625 ","$40,012 ","$59,472 ",849,4
Keegan Perry,50,71,1969,3,Male,772 Fifth Boulevard Apt. 8,Alta,IA,51002,42.67,-95.3,"$16,901 ","$34,456 ","$54,634 ",752,4
Darren Murphy,59,67,1960,8,Male,6310 Sixth Street Apt. 2695,La Porte,TX,77571,29.66,-95.04,"$26,170 ","$53,357 ","$114,266 ",690,5
Duncan Nguyen,28,65,1991,11,Male,914 George Street Apt. 5,Brooklyn,NY,11232,40.64,-73.94,"$16,985 ","$34,629 ","$34,484 ",721,3
Angelo Gutierrez,34,71,1985,9,Male,79948 Sixth Avenue,Purcell,OK,73080,35.01,-97.37,"$18,137 ","$36,983 ","$58,895 ",768,4
Halle Parker,49,67,1970,11,Female,803 Plum Avenue,South Gate,CA,90280,33.94,-118.2,"$14,528 ","$29,621 ",$0 ,730,3
Rowen Brooks,64,67,1955,6,Male,317 Wessex Boulevard,Clinton,MI,49236,42.06,-83.97,"$20,108 ","$41,002 ","$97,188 ",685,6
Dennis Rodriguez,52,69,1967,7,Male,7970 Little Creek Drive Apt. 6,Lincolnton,GA,30817,33.79,-82.47,"$14,717 ","$30,011 ","$84,166 ",589,1
Rylie Cooper,32,72,1987,3,Female,4460 11th Avenue Apt. 1,Rockford,IL,61107,42.27,-89.06,"$24,589 ","$50,137 ","$90,747 ",679,1
Quinton Powell,21,66,1998,4,Male,724 Valley Stream Street,Garland,TX,75044,32.91,-96.62,"$27,057 ","$55,166 ","$70,698 ",689,1
Justin Ortiz,84,70,1935,5,Male,2116 Second Drive,Dinuba,CA,93618,36.52,-119.39,"$13,194 ","$17,016 ",$691 ,714,4
Valentino Jones,22,62,1997,7,Male,449 Washington Street,Lexington,OK,73051,35.01,-97.33,"$15,966 ","$32,557 ","$60,053 ",637,2
Cannon Johnson,47,72,1972,6,Male,77931 Lincoln Avenue,Loganville,GA,30052,33.83,-83.89,"$21,556 ","$43,954 ","$60,913 ",744,3
Raylan Morris,56,59,1964,2,Male,438 Seventh Avenue,Indianapolis,IN,46256,39.77,-86.14,"$31,114 ","$63,439 ","$199,706 ",786,2
Darrell Howard,73,65,1947,1,Male,471 Ocean Boulevard,Farmington,MO,63640,37.78,-90.42,"$17,707 ","$34,067 ","$17,902 ",628,1
Owen Anwar,47,70,1972,12,Male,148 Hillside Boulevard,Lincoln,IL,62656,40.15,-89.36,"$17,510 ","$35,699 ","$63,264 ",687,5
Roger Kelley,28,70,1991,9,Male,919 Washington Drive,Westlake,OH,44145,41.45,-81.92,"$36,610 ","$74,644 ","$204,251 ",792,3
Cataleya Reed,26,65,1993,4,Female,8709 Fifth Street,Jenison,MI,49428,42.9,-85.82,"$20,773 ","$42,348 ","$6,204 ",754,4
Kiera Wood,89,69,1931,1,Female,796 West Lane,Torrance,CA,90503,33.84,-118.35,"$31,496 ","$68,010 ",$0 ,704,7
Meadow Martinez,87,70,1932,8,Female,673 11th Drive,Saint Paul,MN,55123,44.94,-93.1,"$38,514 ","$60,652 ",$0 ,688,4
Piper Garcia,39,70,1981,1,Female,6301 Hillside Avenue,Los Angeles,CA,90022,34.02,-118.15,"$13,485 ","$27,494 ","$44,258 ",702,3
Juan Edwards,31,67,1988,4,Male,8446 Catherine Drive Apt. 698,Bakersfield,CA,93306,35.43,-118.83,"$19,023 ","$38,788 ","$77,448 ",716,1
Maxine Torres,57,66,1962,6,Female,3196 Elm Boulevard Apt. 4,Saint Charles,IL,60174,41.92,-88.3,"$33,847 ","$69,007 ","$52,218 ",720,4
Rhys Faraday,43,66,1976,4,Male,385 Pine Drive,Newport,RI,2840,41.47,-71.3,"$24,194 ","$49,328 ","$6,197 ",693,5
Maggie Faraday,65,61,1954,12,Female,35187 West Lane,Santa Barbara,CA,93109,34.4,-119.72,"$33,097 ","$35,404 ","$30,887 ",575,3
Hadley Davis,34,65,1985,3,Female,480 Ocean View Boulevard,Lakeside,CA,92040,32.9,-116.89,"$22,740 ","$46,361 ","$69,620 ",743,2
Darrell Gomez,54,66,1965,4,Male,1416 Bayview Avenue,Gainesville,FL,32608,29.67,-82.33,"$25,767 ","$52,538 ","$132,409 ",602,1
Amina Torres,73,65,1947,1,Female,835 Main Street Apt. 36,Brooklyn,NY,11216,40.64,-73.94,"$19,652 ","$31,317 ","$4,591 ",687,4
Lucca Thompson,28,66,1991,10,Male,7933 Plum Lane Apt. 78,Pomona,CA,91768,34.06,-117.79,"$16,025 ","$32,676 ","$88,515 ",641,1
Jaiden Powell,33,60,1987,2,Male,6174 East Street,Portland,OR,97213,45.53,-122.6,"$26,647 ","$54,333 ","$103,224 ",584,1
Briggs Campbell,66,61,1953,7,Male,338 Littlewood Street Apt. 88,Lawrenceville,GA,30043,33.94,-83.99,"$24,252 ","$57,383 ","$20,725 ",799,4
Wayne Morales,44,65,1975,3,Male,704 Third Avenue,Danielsville,GA,30633,34.12,-83.22,"$15,726 ","$32,064 ","$9,833 ",709,3
Ember Merkel,53,66,1966,5,Female,810 Summit Lane,Cambridge,MD,21613,38.56,-76.07,"$16,852 ","$34,361 ","$41,375 ",643,1
Davian Ortiz,59,54,1960,9,Male,350 Jefferson Boulevard,Inglewood,CA,90302,33.97,-118.35,"$18,476 ","$28,245 ","$13,411 ",669,1
Kason Neufelder,26,69,1993,3,Male,4693 Essex Street Apt. 3,Rapid City,SD,57703,44.07,-103.23,"$18,816 ","$38,363 ","$63,974 ",838,3
Kyrie Martinez,93,69,1926,9,Male,748 Martin Luther King Street Apt. 91,Bronx,NY,10456,40.84,-73.87,"$12,475 ","$10,782 ",$346 ,770,7
Winnie Ortiz,86,68,1933,7,Female,406 El Camino Boulevard,Richmond,VT,5477,44.4,-73,"$26,951 ","$35,685 ","$1,135 ",714,5
Anne Cox,49,70,1971,2,Female,916 Birch Drive,Naples,FL,34109,26.14,-81.79,"$25,006 ","$50,984 ","$65,126 ",616,2
Clare Foster,48,65,1971,9,Female,76 Lexington Boulevard Apt. 6458,Iowa City,IA,52240,41.65,-91.53,"$23,238 ","$47,374 ","$35,312 ",714,2
Rey Lee,33,66,1986,3,Male,632 Pine Drive,Cordova,TN,38016,35.15,-89.75,"$27,474 ","$56,018 ","$100,163 ",739,2
Rylie Campbell,23,65,1996,6,Female,427 Martin Luther King Street Apt. 3,Spring,TX,77389,30.06,-95.38,"$35,807 ","$73,011 ","$240,352 ",794,2
Thea Johnson,59,60,1960,6,Female,1892 Catherine Street,Cave City,KY,42127,37.13,-85.96,"$13,456 ","$27,439 ","$84,665 ",631,1
Phoenix Sanders,35,69,1984,11,Female,4346 El Camino Boulevard Apt. 5,Jacksonville,FL,32222,30.33,-81.65,"$20,710 ","$42,229 ",$0 ,688,3
Lillian Kelly,54,58,1965,9,Female,780 Ocean Avenue,Gloucester,VA,23061,37.43,-76.54,"$21,040 ","$42,900 ","$111,007 ",802,6
Frankie Allen,60,68,1959,8,Male,513 Tenth Avenue,Wichita,KS,67204,37.68,-97.34,"$19,224 ","$39,191 ","$43,396 ",756,6
Brennan Johnson,18,68,2001,6,Male,3033 Maple Lane,Mc Lean,VA,22101,38.94,-77.19,"$62,840 ","$128,123 ","$135,808 ",699,1
Clyde Wright,68,71,1951,9,Male,26 El Camino Street,Zion Grove,PA,17985,40.93,-76.25,"$20,340 ","$41,473 ","$98,151 ",724,3
Andy Bell,76,67,1943,8,Male,772 Lexington Street Apt. 2,Delphos,OH,45833,40.84,-84.33,"$18,287 ","$37,829 ","$20,185 ",658,4
Daniella Robinson,21,68,1998,8,Female,3701 Birch Street,Lansing,MI,48911,42.7,-84.55,"$16,954 ","$34,568 ","$81,953 ",765,1
Adrian Perez,71,74,1948,6,Male,2786 Forest Lane Apt. 7,Springfield,OH,45506,39.92,-83.79,"$14,342 ","$29,243 ","$30,686 ",726,4
Aaliyah Martin,43,74,1976,4,Female,113 Burns Lane,Pensacola,FL,32504,30.44,-87.18,"$22,247 ","$45,360 ","$14,587 ",704,3
Bailee Nguyen,30,67,1989,8,Female,387 Plum Avenue,Wenonah,NJ,8090,39.79,-75.14,"$26,193 ","$53,407 ","$125,586 ",767,3
Dakota Martinez,21,70,1998,9,Female,1241 11th Boulevard,Rosemead,CA,91770,34.06,-118.08,"$16,101 ","$32,829 ","$44,141 ",652,1
Joseph Sanchez,68,68,1951,4,Male,344 Washington Drive Apt. 895,Gretna,LA,70056,29.91,-90.05,"$20,042 ","$39,832 ","$5,377 ",785,4
Emerson Rogers,31,68,1988,9,Female,256 Jefferson Street,Henrico,VA,23231,37.55,-77.46,"$21,602 ","$44,041 ","$109,159 ",680,2
Markus Masvidal,79,68,1940,10,Male,1699 West Lane,Mentor,OH,44060,41.69,-81.33,"$24,878 ","$29,517 ","$2,470 ",690,4
Annika Rivera,50,69,1969,4,Female,8886 Little Creek Street Apt. 1,Edgerton,WI,53534,42.83,-89.07,"$21,348 ","$43,529 ","$126,175 ",797,6
Landen Martinez,53,66,1966,5,Male,852 Tenth Boulevard,Clarksville,IN,47129,38.31,-85.76,"$16,097 ","$32,820 ","$23,004 ",740,4
Javion Stewart,69,73,1950,11,Male,385 Maple Street,San Mateo,CA,94404,37.55,-122.26,"$47,524 ","$96,901 ","$182,809 ",701,5
Cason Thomas,60,66,1959,11,Male,933 Valley Lane,Murphys,CA,95247,38.14,-120.45,"$16,448 ","$33,540 ","$74,530 ",734,5
Augustine Turner,26,68,1993,3,Male,2519 Park Boulevard,Hutchinson,MN,55350,44.88,-94.37,"$20,699 ","$42,201 ","$138,469 ",682,5
Liliana Anderson,40,69,1979,3,Female,159 Plum Avenue,New Bremen,OH,45869,40.43,-84.38,"$24,227 ","$49,396 ","$39,549 ",814,3
Butch Labelle,48,66,1971,9,Male,6606 Oak Drive,Oakdale,LA,71463,30.81,-92.65,"$16,816 ","$34,287 ","$77,180 ",760,3
Sylvia Thomas,39,69,1980,4,Female,251 Main Lane,Kokomo,IN,46901,40.47,-86.13,"$16,794 ","$34,241 ","$79,551 ",784,2
Nickolas Fisher,40,67,1980,2,Male,8475 Essex Lane Apt. 4,Columbus,OH,43204,39.98,-82.98,"$17,778 ","$36,247 ","$34,079 ",712,3
Conner Ross,63,65,1956,11,Male,8414 Tenth Drive,Sioux Falls,SD,57110,43.54,-96.73,"$25,692 ","$52,380 ","$8,764 ",850,6
Jamison Fernandez,18,68,2002,2,Male,4485 Plum Lane Apt. 207,Gloversville,NY,12078,43.05,-74.34,"$17,027 ","$34,716 ","$18,962 ",850,3
Adrien Rogers,85,67,1934,12,Male,8651 Seventh Street,North Bend,OR,97459,43.48,-124.16,"$16,738 ","$38,194 ","$1,674 ",680,3
Emerson Wilson,64,67,1956,1,Male,894 Ocean Avenue,Easton,PA,18042,40.68,-75.22,"$21,005 ","$42,831 ","$59,948 ",566,3
Jazmin Clark,80,59,1939,10,Female,4259 East Lane,Lancaster,PA,17603,40.04,-76.3,"$19,945 ","$34,819 ","$2,971 ",696,2
Jeffery Richardson,63,71,1956,9,Male,4117 Fifth Avenue,Brooklyn,NY,11232,40.64,-73.94,"$16,985 ","$34,637 ","$12,623 ",710,4
Savanna Peterson,50,61,1969,7,Female,415 Elm Street Apt. 7044,Hamtramck,MI,48212,42.39,-83.05,"$8,658 ","$17,657 ","$21,899 ",614,2
Byron Leroux,79,65,1941,2,Male,9983 Park Drive Apt. 6,Bluffton,SC,29910,32.23,-80.86,"$21,679 ","$30,434 ","$23,883 ",740,7
Alayna Ward,23,65,1996,4,Female,1 Sixth Boulevard,Tacoma,WA,98466,47.22,-122.54,"$23,366 ","$47,639 ",$0 ,732,2
Lyric Lewis,32,70,1987,12,Female,3535 West Drive Apt. 90,Los Angeles,CA,90023,34.01,-118.2,"$12,557 ","$25,603 ","$26,348 ",729,2
Jaxton Adams,56,70,1963,5,Male,4943 Martin Luther King Lane,Kissimmee,FL,34743,28.3,-81.41,"$13,964 ","$28,476 ",$0 ,693,3
Reed Williams,66,68,1953,3,Male,703 West Drive,Alamo,TX,78516,26.18,-98.11,"$10,091 ","$20,577 ","$60,152 ",825,4
Harlan Faraday,64,67,1955,7,Male,37 River Boulevard,Bowling Green,KY,42101,36.97,-86.44,"$14,839 ","$30,252 ","$24,172 ",812,5
Ryan Anwar,47,65,1972,8,Female,1532 Birch Drive Apt. 10,Grand Junction,CO,81506,39.08,-108.55,"$24,115 ","$49,169 ","$65,994 ",747,2
Santos Wright,92,67,1927,10,Male,31 Hillside Lane,Tucson,AZ,85711,32.21,-110.88,"$17,460 ","$24,960 ",$889 ,707,9
Giuliana Moore,44,63,1975,8,Female,66 Plum Avenue,Zephyrhills,FL,33540,28.23,-82.17,"$15,187 ","$30,967 ","$61,201 ",685,3
Clay Murphy,50,64,1969,4,Male,4480 Hillside Avenue Apt. 6,Round Lake,IL,60073,42.34,-88.11,"$22,578 ","$46,039 ","$79,738 ",672,4
Brooklyn Reed,50,68,1969,12,Female,773 12th Street,Oshkosh,WI,54901,44.01,-88.55,"$19,573 ","$39,911 ","$93,823 ",625,7
